Company,TypeName,Inches,Ram,OpSys,Weight,CPU,SSD,HDD
Lenovo,Notebook,15.6,4,Other,1.85,Intel Core i3,128,0
Asus,Gaming,15.6,8,Windows,2.3,Intel Core i7,128,1000
Lenovo,Notebook,14.0,8,Windows,1.5,Intel Core i5,256,0
Asus,Ultrabook,13.3,16,Windows,1.1,Intel Core i7,512,0
Lenovo,Ultrabook,14.0,8,Windows,1.13,Intel Core i7,512,0
Lenovo,Notebook,13.3,4,Windows,1.5,Intel Core i3,128,0
Dell,Workstation,15.6,8,Windows,2.23,Intel Core i5,0,500
Dell,Workstation,15.6,8,Windows,2.0,Intel Core i7,256,0
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.42,Intel Core i7,512,0
Asus,Gaming,17.3,8,Windows,3.0,Intel Core i7,0,1000
Asus,Gaming,17.3,16,Windows,3.0,Intel Core i7,256,1000
Acer,Notebook,15.6,12,Windows,2.2,Intel Core i5,0,1000
MSI,Gaming,17.3,8,Windows,2.7,Intel Core i7,256,0
Dell,Notebook,15.6,8,Linux,2.33,Intel Core i7,256,0
HP,Ultrabook,15.6,4,Windows,1.91,AMD/Other Processors,256,0
Lenovo,Notebook,15.6,8,Windows,2.1,Intel Core i7,256,0
Lenovo,Notebook,14.0,8,Windows,1.9,Intel Core i5,256,0
Dell,Workstation,15.6,8,Windows,1.78,Intel Core i7,256,0
Lenovo,Ultrabook,14.0,16,Windows,1.13,Intel Core i7,1000,0
Lenovo,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,1000
Asus,Gaming,17.3,16,Windows,2.9,Intel Core i7,256,1000
Lenovo,Notebook,15.6,8,Windows,2.1,Intel Core i5,256,1000
Acer,Notebook,15.6,8,Linux,2.5,Intel Core i7,256,0
MSI,Gaming,17.3,16,Windows,2.8,Intel Core i7,256,1000
Asus,Ultrabook,14.0,8,Windows,1.1,Intel Core i7,512,0
Toshiba,Ultrabook,13.3,16,Windows,1.2,Intel Core i7,512,0
Dell,Ultrabook,14.0,8,Windows,1.36,Intel Core i7,512,0
Lenovo,Notebook,15.6,4,Windows,2.2,Intel Core i3,0,500
Lenovo,Notebook,11.6,2,Windows,1.15,Other Intel Processors,0,0
Lenovo,Workstation,15.6,8,Windows,2.67,Intel Core i7,512,0
Lenovo,Ultrabook,14.0,8,Windows,1.7,Intel Core i7,512,0
HP,Notebook,15.6,4,Windows,2.1,Intel Core i3,0,1000
Acer,2 in 1 Convertible,13.3,8,Windows,1.6,Intel Core i7,256,0
Asus,2 in 1 Convertible,13.3,8,Windows,1.27,Intel Core i5,256,0
Dell,Notebook,15.6,4,Linux,2.3,Intel Core i5,256,0
Dell,Notebook,13.3,4,Windows,1.65,Intel Core i3,128,0
HP,Ultrabook,14.0,8,Windows,1.43,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.14,Intel Core i5,0,1000
Lenovo,Ultrabook,14.0,8,Windows,1.75,Intel Core i7,256,0
Lenovo,2 in 1 Convertible,15.6,16,Windows,2.0,Intel Core i7,512,0
Chuwi,Notebook,12.3,6,Windows,1.4,Other Intel Processors,0,0
HP,Notebook,15.6,8,Windows,2.31,Intel Core i7,256,0
Asus,Notebook,15.6,8,Linux,2.3,Intel Core i3,0,1000
Dell,Gaming,17.3,16,Windows,4.42,Intel Core i7,256,1000
Dell,Gaming,15.6,8,Windows,2.62,Intel Core i7,128,1000
Dell,Notebook,15.6,8,Windows,2.02,Intel Core i7,256,2000
Dell,Ultrabook,14.0,8,Linux,1.6,Intel Core i7,256,0
HP,Gaming,17.3,12,Windows,3.35,Intel Core i7,256,1000
Mediacom,2 in 1 Convertible,11.6,4,Windows,1.16,Other Intel Processors,32,0
Samsung,Netbook,11.6,4,Other,1.15,Other Intel Processors,0,0
Lenovo,Notebook,13.3,8,Windows,1.4,Intel Core i7,256,0
Lenovo,Notebook,14.0,4,Windows,1.7,Intel Core i3,128,0
Lenovo,Workstation,15.6,16,Windows,2.3,Intel Core i7,512,0
Lenovo,Notebook,15.6,16,Windows,2.5,Intel Core i7,512,0
Asus,Gaming,17.3,8,Windows,3.2,AMD/Other Processors,256,1000
HP,Notebook,15.6,4,Windows,2.1,Other Intel Processors,0,500
Google,Ultrabook,12.3,16,Other,1.1,Intel Core i7,512,0
Lenovo,Ultrabook,14.0,24,Windows,1.32,Intel Core i7,512,0
Asus,Notebook,15.6,4,Linux,2.0,Intel Core i5,256,0
Lenovo,Notebook,17.3,8,Windows,2.8,AMD/Other Processors,0,1000
Dell,Notebook,15.6,4,Windows,2.2,Intel Core i5,256,0
Lenovo,Ultrabook,12.5,8,Windows,1.36,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,Other Intel Processors,128,0
HP,Gaming,15.6,8,Windows,2.2,Intel Core i7,128,1000
Dell,Notebook,14.0,8,Windows,1.64,Intel Core i5,256,0
Acer,Notebook,15.6,4,Linux,2.4,Intel Core i5,0,500
Dell,Workstation,15.6,8,Windows,2.23,Other Intel Processors,0,1000
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i5,256,0
Microsoft,Ultrabook,13.5,16,Windows,1.25,Intel Core i7,512,0
HP,Notebook,15.6,8,Windows,1.91,Intel Core i5,128,0
Dell,Workstation,15.6,16,Windows,2.17,Intel Core i7,256,0
HP,Workstation,15.6,8,Windows,2.31,Intel Core i7,512,0
Lenovo,Notebook,14.0,8,Windows,1.65,Intel Core i5,256,0
Dell,Notebook,15.6,8,Windows,2.36,Intel Core i7,128,1000
Dell,2 in 1 Convertible,11.6,4,Windows,1.47,Other Intel Processors,0,500
Dell,Notebook,17.3,8,Windows,4.42,Intel Core i7,0,1000
Microsoft,Ultrabook,13.5,4,Windows,1.252,Other Intel Processors,128,0
Microsoft,Ultrabook,13.5,8,Windows,1.25,Intel Core i7,256,0
HP,Notebook,17.3,8,Windows,2.5,Intel Core i3,256,0
Acer,Notebook,15.6,4,Windows,2.23,Intel Core i3,0,1000
Acer,Netbook,11.6,4,Windows,1.4,Other Intel Processors,128,0
Asus,Notebook,15.6,8,Windows,2.37,Intel Core i5,0,1000
Lenovo,Notebook,14.0,8,Other,1.5,Intel Core i7,512,0
Lenovo,Notebook,15.6,8,Windows,2.67,Intel Core i7,256,0
Asus,Notebook,15.6,4,Windows,2.0,Other Intel Processors,0,500
Acer,Notebook,15.6,4,Windows,2.2,Intel Core i3,0,500
Dell,Notebook,15.6,8,Windows,2.02,Intel Core i5,0,2000
HP,Gaming,17.3,12,Windows,3.78,Intel Core i7,0,1000
Lenovo,Ultrabook,14.0,12,Windows,1.4,Intel Core i7,256,0
HP,2 in 1 Convertible,13.3,8,Windows,1.29,Intel Core i7,512,0
HP,Notebook,15.6,8,Windows,1.9,Intel Core i5,0,500
Google,Ultrabook,12.3,8,Other,1.1,Intel Core i5,128,0
Dell,Ultrabook,13.3,8,Windows,1.42,Intel Core i5,256,0
Asus,Notebook,15.6,12,Windows,2.06,Intel Core i7,128,1000
Dell,Notebook,14.0,8,Windows,1.79,Intel Core i3,128,0
Dell,Workstation,15.6,8,Windows,1.78,Intel Core i7,256,0
Lenovo,Notebook,14.0,8,Windows,1.7,Intel Core i5,180,0
Dell,Notebook,15.6,8,Windows,2.2,Intel Core i5,0,1000
Toshiba,Notebook,13.3,8,Windows,1.05,Intel Core i5,256,0
Dell,Notebook,15.6,8,Windows,2.16,Intel Core i7,512,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i3,0,1000
HP,Notebook,13.3,4,Windows,1.49,Intel Core i5,128,0
Chuwi,Notebook,15.6,4,Windows,1.89,Other Intel Processors,0,0
Lenovo,Notebook,15.6,4,Windows,2.3,Intel Core i3,128,0
Lenovo,Notebook,14.0,8,Windows,1.75,Intel Core i5,256,0
Dell,Workstation,15.6,16,Windows,2.17,Intel Core i7,512,0
Dell,Notebook,15.6,16,Windows,2.06,Intel Core i7,512,0
Lenovo,Ultrabook,12.5,16,Windows,1.36,Intel Core i7,512,0
Asus,Ultrabook,12.5,16,Windows,0.91,Intel Core i7,512,0
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i5,256,0
Toshiba,Ultrabook,13.3,32,Windows,1.05,Intel Core i7,512,0
Asus,Gaming,15.6,8,Windows,1.99,Intel Core i7,128,1000
Acer,Notebook,15.6,8,Windows,2.2,AMD/Other Processors,0,1000
Asus,Gaming,17.3,24,Windows,4.33,Intel Core i7,256,1000
Lenovo,Ultrabook,12.5,8,Windows,1.3,Intel Core i5,180,0
Lenovo,Notebook,15.6,8,Windows,2.17,Intel Core i7,256,0
HP,Notebook,14.0,8,Windows,1.48,Intel Core i7,1000,0
Lenovo,Notebook,13.3,8,Windows,1.4,Intel Core i3,256,0
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i5,256,0
Asus,Netbook,11.6,4,Windows,1.2,Other Intel Processors,0,0
HP,Notebook,15.6,8,Windows,1.91,Intel Core i5,256,0
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.4,Intel Core i5,256,0
Lenovo,Notebook,14.0,4,Windows,2.1,Other Intel Processors,0,500
Lenovo,Netbook,11.6,4,Other,1.25,Other Intel Processors,16,0
Lenovo,Notebook,13.3,8,Windows,1.44,Intel Core i5,256,0
Asus,Notebook,15.6,8,Windows,2.0,Intel Core i7,256,1000
Acer,Notebook,15.6,4,Windows,2.2,Intel Core i5,0,1000
HP,Ultrabook,13.3,8,Windows,1.34,Intel Core i7,512,0
Lenovo,Gaming,15.6,8,Other,2.4,Intel Core i7,256,1000
Dell,Ultrabook,13.3,8,Windows,1.29,Intel Core i5,128,0
Acer,Notebook,15.6,4,Windows,2.2,Intel Core i7,0,500
Dell,Notebook,15.6,8,Windows,2.18,Intel Core i5,0,1000
Dell,Notebook,15.6,16,Windows,2.2,Intel Core i7,256,2000
Xiaomi,Notebook,15.6,16,Other,1.95,Intel Core i7,256,0
Asus,Netbook,11.6,2,Windows,1.1,Other Intel Processors,0,0
HP,Notebook,15.6,4,Windows,2.04,Intel Core i5,0,1000
Asus,Gaming,15.6,24,Windows,2.24,Intel Core i7,512,0
HP,Notebook,15.6,8,Windows,2.04,Intel Core i5,256,0
Asus,Gaming,17.3,16,Windows,3.0,Intel Core i7,256,1000
Lenovo,Gaming,15.6,8,Windows,3.2,Intel Core i7,256,1000
HP,Ultrabook,13.3,8,Windows,1.32,Intel Core i7,256,0
Dell,Notebook,14.0,8,Windows,1.64,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,1.63,Intel Core i3,128,0
Dell,Notebook,17.3,8,Linux,2.8,Intel Core i5,128,1000
Lenovo,Notebook,14.0,8,Windows,2.02,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,Intel Core i7,0,1000
Lenovo,Notebook,15.6,8,Other,2.2,Intel Core i3,0,2000
Dell,Notebook,15.6,4,Windows,2.3,Intel Core i5,0,500
Dell,Notebook,15.6,8,Windows,1.9,Intel Core i5,256,0
Dell,Gaming,17.3,16,Windows,4.42,Intel Core i7,128,1000
Toshiba,Notebook,15.6,8,Windows,2.0,Intel Core i5,0,500
Asus,Notebook,15.6,8,Windows,2.0,Intel Core i7,256,1000
Mediacom,Notebook,13.3,4,Windows,1.2,Other Intel Processors,32,0
Asus,Gaming,15.6,8,Windows,2.3,Intel Core i5,128,1000
Dell,Notebook,15.6,8,Windows,1.93,Intel Core i7,256,0
Dell,Notebook,15.6,8,Windows,2.2,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,1.86,Other Intel Processors,256,0
HP,Gaming,17.3,12,Windows,2.62,Intel Core i7,0,1000
Lenovo,Notebook,14.0,8,Windows,1.87,Intel Core i7,256,0
Dell,Ultrabook,13.3,8,Windows,1.2,Intel Core i7,256,0
Dell,Notebook,14.0,4,Windows,1.6,Intel Core i3,128,0
HP,Ultrabook,13.3,8,Windows,1.34,Intel Core i7,256,0
Acer,Gaming,15.6,8,Linux,2.4,Intel Core i5,0,1000
Asus,Notebook,15.6,4,Windows,2.0,AMD/Other Processors,0,500
HP,Notebook,15.6,4,Windows,2.1,Intel Core i3,128,0
Lenovo,Notebook,14.0,4,Windows,1.87,Intel Core i5,0,500
Lenovo,Notebook,15.6,4,Other,2.15,Intel Core i5,0,1000
HP,Notebook,15.6,4,Windows,1.86,Intel Core i3,0,500
Lenovo,Notebook,15.6,8,Windows,1.99,Intel Core i7,512,0
Lenovo,Notebook,15.6,4,Windows,2.2,Intel Core i3,128,0
Dell,Notebook,15.6,8,Windows,1.9,Intel Core i5,256,0
Dell,Gaming,17.3,16,Windows,4.42,Intel Core i7,256,1000
HP,Notebook,17.3,8,Windows,2.65,Intel Core i3,0,1000
HP,Notebook,17.3,8,Windows,2.63,Intel Core i7,0,1000
Asus,Notebook,15.6,4,Linux,2.0,Other Intel Processors,0,500
Mediacom,Notebook,13.3,4,Windows,1.35,Other Intel Processors,0,0
Lenovo,Notebook,17.3,6,Windows,2.8,Intel Core i7,128,1000
HP,Notebook,15.6,6,Windows,1.91,AMD/Other Processors,128,0
Dell,Notebook,15.6,4,Windows,2.18,Intel Core i3,0,1000
Acer,2 in 1 Convertible,11.6,4,Windows,1.25,Other Intel Processors,0,0
Lenovo,Notebook,15.6,4,Windows,2.05,Intel Core i3,128,0
HP,Ultrabook,13.3,16,Windows,1.16,Other Intel Processors,512,0
Lenovo,Notebook,17.3,8,Windows,3.4,Intel Core i7,256,0
Asus,Notebook,15.6,8,Windows,2.5,Intel Core i5,128,1000
Dell,Ultrabook,13.3,8,Windows,1.21,Intel Core i5,128,0
Dell,Notebook,15.6,4,Windows,1.93,Intel Core i5,0,500
Fujitsu,Notebook,15.6,8,Windows,2.2,Intel Core i5,0,1000
Lenovo,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
Lenovo,Notebook,14.0,4,Windows,2.02,Intel Core i5,0,500
HP,Workstation,17.3,8,Windows,3.14,Intel Core i5,0,500
HP,Notebook,14.0,8,Windows,1.94,Other Intel Processors,0,2000
HP,Notebook,15.6,6,Windows,1.95,AMD/Other Processors,256,0
Lenovo,Notebook,15.6,8,Windows,2.3,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.05,Intel Core i5,0,500
Mediacom,Notebook,14.0,4,Windows,1.4,Other Intel Processors,32,0
Toshiba,Ultrabook,14.0,16,Windows,1.24,Intel Core i7,512,0
Lenovo,Gaming,17.3,32,Windows,4.6,Intel Core i7,256,1000
MSI,Gaming,17.3,16,Windows,4.14,Intel Core i7,512,1000
Dell,Notebook,15.6,8,Linux,2.2,Intel Core i7,256,0
Mediacom,Notebook,14.0,4,Windows,1.45,Other Intel Processors,32,0
Dell,Notebook,15.6,8,Windows,1.9,Intel Core i5,0,500
HP,Notebook,13.3,4,Windows,1.49,Intel Core i3,128,0
Dell,Notebook,15.6,16,Windows,1.93,Intel Core i7,256,0
Dell,Netbook,11.6,4,Other,1.26,Other Intel Processors,0,0
MSI,Gaming,17.3,16,Windows,4.5,Intel Core i7,128,1000
HP,Gaming,17.3,16,Windows,3.78,Intel Core i7,256,1000
Lenovo,Ultrabook,14.0,12,Windows,1.4,Intel Core i7,256,0
Lenovo,Notebook,15.6,12,Windows,2.2,Intel Core i7,0,1000
Asus,Gaming,17.3,8,Windows,2.73,Intel Core i5,128,1000
Asus,2 in 1 Convertible,15.6,8,Windows,2.2,Intel Core i5,0,1000
Lenovo,Notebook,15.6,12,Windows,2.2,AMD/Other Processors,512,0
Dell,2 in 1 Convertible,11.6,4,Windows,1.39,Other Intel Processors,128,0
Samsung,Notebook,15.6,16,Windows,2.5,Intel Core i7,128,1000
Lenovo,Notebook,17.3,4,Other,2.8,Intel Core i3,0,500
Lenovo,Notebook,15.6,8,Windows,2.29,Intel Core i3,0,1000
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,Intel Core i7,512,0
Lenovo,Notebook,14.0,8,Windows,1.7,Intel Core i5,256,0
Dell,2 in 1 Convertible,12.5,8,Windows,1.34,Intel Core i5,256,0
Dell,Workstation,15.6,8,Windows,2.06,Intel Core i7,256,0
HP,Notebook,15.6,8,Windows,1.84,Intel Core i7,256,0
HP,Notebook,15.6,4,Windows,2.1,Intel Core i3,0,500
Acer,Notebook,14.0,4,Windows,1.6,Other Intel Processors,0,0
MSI,Gaming,17.3,16,Windows,4.14,Intel Core i7,128,1000
Dell,Notebook,15.6,4,Linux,2.18,Intel Core i3,0,1000
MSI,Gaming,15.6,16,Windows,1.8,Intel Core i7,256,2000
Toshiba,Notebook,15.6,8,Windows,2.2,Intel Core i7,256,0
Lenovo,Notebook,15.6,6,Windows,2.4,Intel Core i5,0,1000
Lenovo,2 in 1 Convertible,15.6,8,Windows,2.0,Intel Core i7,256,0
Acer,Notebook,14.0,4,Windows,1.6,Other Intel Processors,0,0
Dell,Gaming,15.6,16,Windows,2.59,Intel Core i7,0,1000
Dell,Notebook,15.6,4,Linux,2.18,Intel Core i3,0,1000
Dell,Notebook,15.6,4,Linux,2.25,Intel Core i3,0,1000
Dell,Notebook,15.6,4,Linux,1.93,Intel Core i5,0,500
Asus,Gaming,17.3,8,Windows,3.0,Intel Core i7,128,1000
Dell,Notebook,15.6,4,Linux,2.18,Intel Core i5,128,0
HP,Ultrabook,15.6,8,Windows,1.84,Intel Core i7,512,0
MSI,Gaming,15.6,16,Windows,2.94,Intel Core i7,256,1000
Acer,2 in 1 Convertible,11.6,4,Other,1.25,Other Intel Processors,0,0
HP,Notebook,14.0,8,Windows,2.31,Intel Core i5,256,0
Lenovo,Notebook,14.0,8,Windows,1.65,Intel Core i5,256,0
Dell,Notebook,15.6,4,Windows,2.2,Intel Core i5,0,1000
Fujitsu,Notebook,15.6,8,Windows,2.2,Intel Core i5,256,0
HP,Notebook,15.6,4,Windows,1.88,Intel Core i5,0,500
Lenovo,Notebook,15.6,8,Windows,2.2,Intel Core i7,0,1000
Mediacom,Notebook,14.0,2,Windows,1.4,Other Intel Processors,0,0
Lenovo,Notebook,15.6,4,Other,2.2,Intel Core i5,128,0
Asus,2 in 1 Convertible,13.3,6,Windows,1.5,Intel Core i5,0,1000
Dell,Notebook,15.6,8,Windows,2.0,Intel Core i7,256,0
Asus,Ultrabook,14.0,16,Windows,1.1,Intel Core i7,512,0
Dell,Gaming,15.6,16,Windows,2.62,Intel Core i7,256,1000
Lenovo,Notebook,15.6,4,Windows,1.8,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,Intel Core i3,0,1000
Asus,Notebook,15.6,8,Windows,2.0,Other Intel Processors,0,1000
Asus,Notebook,15.6,8,Windows,1.99,Intel Core i5,0,1000
Dell,Ultrabook,13.3,8,Windows,1.23,Intel Core i5,256,0
Lenovo,Notebook,14.0,2,Windows,1.42,Other Intel Processors,0,0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,Intel Core i7,256,0
Dell,Notebook,15.6,16,Windows,2.06,Intel Core i7,1000,0
Lenovo,Gaming,15.6,8,Windows,2.5,Intel Core i7,128,1000
HP,Notebook,17.0,8,Windows,2.6,AMD/Other Processors,0,1000
Lenovo,Ultrabook,14.0,16,Windows,1.14,Intel Core i7,512,0
Asus,Gaming,15.6,8,Other,2.5,Intel Core i7,0,1000
Acer,Notebook,15.6,4,Windows,2.4,Intel Core i3,0,500
Lenovo,Notebook,14.0,4,Windows,1.43,Other Intel Processors,0,0
Acer,Ultrabook,14.0,8,Windows,1.8,Intel Core i5,256,0
Razer,Gaming,14.0,16,Windows,1.95,Intel Core i7,256,0
Toshiba,Notebook,13.3,8,Windows,1.2,Intel Core i5,256,0
Lenovo,Ultrabook,12.5,8,Windows,1.36,Intel Core i7,256,0
Asus,Gaming,17.3,32,Windows,3.8,Intel Core i7,512,0
Acer,Gaming,15.6,8,Linux,2.4,Intel Core i5,0,1000
Dell,Ultrabook,13.3,8,Windows,1.2,Intel Core i5,256,0
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i7,128,1000
HP,Notebook,15.6,4,Other,1.86,Intel Core i3,0,500
Toshiba,Notebook,15.6,8,Windows,2.0,Intel Core i5,0,500
Dell,Notebook,15.6,8,Windows,2.2,Intel Core i7,256,0
Dell,Notebook,15.6,16,Windows,2.2,Intel Core i7,256,2000
Lenovo,Gaming,15.6,8,Windows,3.31,Intel Core i7,128,1000
Dell,Gaming,17.3,32,Windows,4.42,Intel Core i7,512,1000
Dell,Notebook,14.0,8,Windows,1.56,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,Other Intel Processors,0,500
Lenovo,Notebook,15.6,4,Windows,2.2,Intel Core i5,0,500
HP,Notebook,15.6,6,Windows,2.04,Intel Core i3,0,1000
MSI,Gaming,17.3,8,Windows,2.7,Intel Core i7,128,1000
Toshiba,Notebook,15.6,4,Windows,2.1,Intel Core i3,128,0
Dell,Notebook,15.6,8,Windows,2.06,Intel Core i5,0,1000
HP,Notebook,15.6,8,Windows,2.1,Intel Core i7,0,1000
Toshiba,Notebook,15.6,8,Windows,2.0,Intel Core i5,256,0
Acer,Notebook,15.6,4,Linux,2.1,Intel Core i3,128,0
Microsoft,Ultrabook,13.5,8,Windows,1.252,Intel Core i7,256,0
Lenovo,Notebook,15.6,8,Windows,1.9,Intel Core i5,128,1000
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.3,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.2,AMD/Other Processors,128,0
HP,2 in 1 Convertible,14.0,4,Windows,1.63,Intel Core i3,128,0
MSI,Gaming,15.6,16,Windows,2.4,Intel Core i7,256,1000
Asus,Ultrabook,14.0,8,Windows,1.1,Intel Core i5,256,0
HP,2 in 1 Convertible,11.6,8,Other,1.4,Other Intel Processors,0,0
LG,Ultrabook,15.6,8,Windows,1.09,Intel Core i7,512,0
Acer,Gaming,15.6,16,Windows,2.5,Intel Core i5,256,0
MSI,Gaming,15.6,8,Windows,2.2,Intel Core i5,256,0
Asus,Notebook,15.6,4,Windows,1.86,Other Intel Processors,128,0
Dell,Gaming,15.6,16,Windows,3.21,Intel Core i5,128,1000
HP,Notebook,17.3,4,Windows,2.5,Intel Core i3,256,0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.19,Intel Core i7,512,0
Dell,Gaming,15.6,16,Windows,3.49,Intel Core i7,256,1000
HP,Notebook,15.6,4,Windows,1.86,Intel Core i5,0,500
Dell,Notebook,15.6,4,Windows,2.2,Intel Core i3,0,1000
HP,Notebook,17.3,6,Windows,2.65,AMD/Other Processors,0,2000
Lenovo,Notebook,15.6,4,Windows,2.1,Other Intel Processors,0,500
Acer,Notebook,14.0,4,Other,1.45,Other Intel Processors,0,0
Lenovo,Notebook,14.0,4,Windows,1.7,Intel Core i5,256,0
HP,Workstation,17.3,8,Windows,3.14,Intel Core i7,0,500
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.42,Intel Core i7,256,0
Toshiba,Notebook,13.3,8,Windows,1.5,Intel Core i5,256,0
Acer,Netbook,11.6,4,Windows,1.4,Other Intel Processors,0,0
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.38,Intel Core i7,512,0
Asus,2 in 1 Convertible,12.5,4,Other,1.2,Other Intel Processors,0,0
Toshiba,Ultrabook,13.3,16,Windows,1.36,Intel Core i7,512,0
HP,Notebook,15.6,4,Windows,2.1,Intel Core i7,0,500
Dell,Gaming,15.6,8,Windows,2.56,Intel Core i5,0,1000
Lenovo,Notebook,15.6,4,Windows,2.2,AMD/Other Processors,256,0
Lenovo,Notebook,15.6,8,Windows,2.2,AMD/Other Processors,0,1000
Lenovo,Notebook,15.6,4,Windows,2.1,Intel Core i5,0,1000
Lenovo,Notebook,15.6,4,Other,1.9,Intel Core i3,0,500
Dell,Notebook,15.6,8,Windows,2.18,Intel Core i5,256,0
Acer,2 in 1 Convertible,13.3,8,Windows,1.6,Intel Core i5,256,0
Lenovo,Workstation,15.6,16,Windows,2.18,Intel Core i7,512,0
Lenovo,Notebook,14.0,8,Windows,1.8,Intel Core i5,256,0
HP,Notebook,17.3,6,Windows,2.71,AMD/Other Processors,0,2000
Lenovo,Gaming,15.6,8,Windows,2.5,Intel Core i7,128,1000
Dell,Notebook,14.0,8,Linux,1.64,Intel Core i5,256,0
Dell,Notebook,15.6,8,Linux,1.98,Intel Core i5,0,1000
Asus,Notebook,14.0,4,Windows,1.5,Other Intel Processors,0,0
Dell,Notebook,15.6,16,Windows,1.93,Intel Core i5,512,0
Lenovo,Notebook,14.0,8,Windows,1.87,Intel Core i5,256,0
Dell,Notebook,15.6,8,Windows,1.9,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,2.19,AMD/Other Processors,0,500
Mediacom,Notebook,14.0,4,Windows,1.4,Other Intel Processors,0,32
HP,Notebook,17.3,8,Windows,2.63,Intel Core i7,256,0
Lenovo,Ultrabook,14.0,8,Windows,1.17,Intel Core i7,512,0
HP,2 in 1 Convertible,13.3,8,Windows,1.58,Intel Core i5,256,0
Lenovo,Ultrabook,14.0,8,Windows,1.32,Intel Core i5,256,0
Dell,Gaming,17.3,32,Windows,4.36,Intel Core i7,1000,1000
MSI,Gaming,17.3,8,Windows,2.7,Intel Core i7,128,1000
Lenovo,Notebook,15.6,4,Other,1.9,Intel Core i5,0,1000
Dell,Notebook,15.6,8,Windows,2.2,Intel Core i5,128,1000
Dell,2 in 1 Convertible,13.3,4,Windows,1.71,Intel Core i3,0,1000
Dell,Notebook,15.6,8,Linux,2.32,Intel Core i5,0,1000
HP,Notebook,15.6,4,Windows,2.1,AMD/Other Processors,0,1000
Acer,Gaming,17.3,16,Windows,4.2,Intel Core i7,128,1000
Dell,Notebook,15.6,12,Windows,2.25,Intel Core i5,0,1000
HP,Notebook,15.6,6,Windows,2.1,AMD/Other Processors,128,1000
Acer,Notebook,15.6,4,Windows,2.4,Intel Core i5,0,500
Lenovo,Notebook,13.3,8,Windows,1.44,Intel Core i5,256,0
Lenovo,Notebook,15.6,4,Windows,1.85,Intel Core i7,0,1000
HP,Workstation,15.6,16,Windows,2.6,Intel Core i7,256,0
Dell,2 in 1 Convertible,13.3,8,Windows,1.55,Intel Core i5,0,1000
MSI,Gaming,15.6,16,Windows,1.8,Intel Core i7,256,1000
Acer,Notebook,15.6,4,Windows,2.4,Intel Core i3,0,500
Dell,Notebook,15.6,8,Windows,2.0,Intel Core i7,128,1000
Dell,Notebook,15.6,8,Windows,2.0,Intel Core i3,256,0
Toshiba,Notebook,14.0,8,Windows,1.25,Intel Core i5,256,0
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.7,Intel Core i5,256,0
Lenovo,Workstation,15.6,16,Windows,2.5,Intel Core i7,1000,0
Acer,Notebook,14.0,2,Other,1.68,Other Intel Processors,0,0
Samsung,Ultrabook,13.3,16,Windows,0.81,Intel Core i7,256,0
HP,Notebook,15.6,8,Windows,1.86,Intel Core i3,256,0
Dell,Notebook,14.0,8,Windows,1.6,Intel Core i5,256,0
Lenovo,Netbook,11.6,4,Windows,1.4,Other Intel Processors,128,0
HP,Notebook,15.6,8,Windows,1.84,Intel Core i5,256,0
Asus,Notebook,15.6,4,Other,2.45,Intel Core i5,0,1000
Lenovo,Ultrabook,14.0,4,Windows,1.7,Intel Core i5,180,0
Asus,Notebook,15.6,4,Windows,2.37,Intel Core i7,256,0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.3,Intel Core i5,256,0
HP,Notebook,15.6,8,Windows,2.2,Intel Core i5,128,1000
HP,Workstation,15.6,8,Windows,2.59,Intel Core i7,256,0
Dell,Gaming,15.6,16,Windows,4.42,Intel Core i7,256,1000
Acer,Notebook,15.6,4,Windows,2.1,Intel Core i5,256,0
Lenovo,Gaming,15.6,8,Windows,2.5,Intel Core i7,128,1000
Dell,Ultrabook,12.5,16,Windows,1.18,Intel Core i7,256,0
